SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	
MiÔn dÞch h«n mª 	Hç trî bÞ ®éng	296	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dÞch b¨ng 	Hç trî bÞ ®éng	297	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dÞch h«n mª 	Hç trî bÞ ®éng	298	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dÞch ®éc	Hç trî bÞ ®éng	299	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dÞch h«n mª 	Hç trî bÞ ®éng	300	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
Truy Tinh Trôc §iÖn	C«ng kÝch néi c«ng 	301		0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	400	0	1	0	3	3	126	-1	8	1	11	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	30	0	1		0					0	0	0	1	1	\script\skill\tangmen.lua	poisondamage_v	zhuixing_zhudian	seriesdamage_p	zhuixing_zhudian																																						"Thiªn NhÉn  trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng."	
B¹o Vò Lª Hoa	C«ng kÝch néi c«ng 	302	303	0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	3	6	96	-1	1	1	11	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	301	30	0	0	0	0	80	20	102	0	0	0	1		0					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	baoyu_lihua	skill_cost_v	baoyu_lihua	missle_lifetime_v	baoyu_lihua	skill_attackradius	baoyu_lihua	addskillexp1	baoyu_lihua	skill_skillexp_v	baoyu_lihua	skill_eventskilllevel	baoyu_lihua	skill_flyevent	baoyu_lihua	skill_showevent	baoyu_lihua	seriesdamage_p	baoyu_lihua	poisondamage_v	baoyu_lihua		baoyu_lihua		baoyu_lihua		baoyu_lihua		baoyu_lihua		baoyu_lihua		baoyu_lihua		baoyu_lihua		baoyu_lihua		baoyu_lihua		"§éc m«n ¸m khÝ, dïng ¸m khÝ s¸t th­¬ng trªn diÖn réng."	
§éc ThÝch Cèt 	C«ng kÝch néi c«ng 	303	304	0	\spr\Ui\skill\¶¾´Ì¹Ç.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	50	0	0	0	3	7	127	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	304	0	0	20	20	-2	1	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	poisondamage_v	duci_gu	skill_cost_v	duci_gu	seriesdamage_p	duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		BÉy ®éc 	
§éc ThÝch Cèt  	C«ng kÝch néi c«ng 	304		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_41.spr		\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	0	2	0	0	0	3	5	3	6	128	-1	4	1	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	50	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	poisondamage_v	duci_gu	skill_cost_v	duci_gu	seriesdamage_p	duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		duci_gu		"Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng."	
Thanh Méc C«ng 	Vßng trßn  håi phôc thuéc tÝnh	305	53	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_12.spr				38	2	1	2	0	180	0	0	0	2	7	306	-1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\tangmeng\ÇàÄ¾¹¦.lua	lightingres_p																																									"§éc M«n T©m ph¸p, gióp ®ång ®éi t¨ng tèc ®é håi phôc Sinh lùc."	
Thanh Méc C«ng 		306	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_12.spr		0	0	38	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmeng\ÇàÄ¾¹¦.lua	lightingres_p																																										
C«ng Thµnh xa		307	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	200	0	0	0	0	1	130	-1	1	1	9	0	0	0	0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\¹¥³Ç³µ.lua	magicdamage_v																																									C«ng Thµnh xa chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xa c«ng kÝch (vËt lý) 		308	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	129	-1	1	1	9	0	0	0	0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	physicsdamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
TÊt c¶ tr¹ng th¸i miÔn dÞch		309	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\×´Ì¬ÃâÒß.lua	statusimmunity_b		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p		fasthitrecover_v																															NPC ®Æc thï chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xa c«ng kÝch (Háa) 		310	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	131	-1	1	1	9	0	0	0	0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	firedamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xa c«ng kÝch (b¨ng) 		311	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	132	-1	1	1	9	0	0	0	0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	colddamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xac«ng kÝch (®éc) 		312	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	133	-1	1	1	9	0	0	0	0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	poisondamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
Hµo quang t¨ng kh¸ng tÝnh 		313	2	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr				51	2	1	2	0	180	0	0	0	2	7	316	-1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					1		0	-1	1	\script\skill\special\zhengjiakangxing.lua	allres_p																																									t¨ng may m¾n trong thêi gian ng¾n 	
Hµo quang t¨ng Sinh lùc vµ Néi lùc	Vßng trßn  håi phôc thuéc tÝnh	314	53	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_12.spr				38	2	1	2	0	180	0	0	0	2	7	315	-1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\ÉúÃüÄÚÁ¦Ë«²¹.lua	lifereplenish_v		manareplenish_v																																							"§éc M«n T©m ph¸p, gióp ®ång ®éi t¨ng tèc ®é håi phôc Sinh lùc."	
Vßng trßn  t¨ng Sinh lùc vµ Néi lùc 		315	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_12.spr		0	0	38	2	0	2	0	180	0	0	0	2	3	137	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\ÉúÃüÄÚÁ¦Ë«²¹.lua	lifereplenish_v		manareplenish_v																																								
Vßng trßn  t¨ng kh¸ng tÝnh 		316	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr		0	0	51	2	0	2	0	180	0	0	0	2	3	137	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\zhengjiakangxing.lua	allres_p																																										
Kim PhËt XuÊt KÝch		317		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_31.spr		0	0	0	0	0	0	0	75	0	0	0	1	1	134	-1	1	1	9	0	1	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	85	0	0		0					0	0	0	0	0	\script\skill\shaolin.lua	physicsenhance_p	damo_dujiang	skill_cost_v	damo_dujiang	deadlystrike_p	damo_dujiang	addskillexp1	damo_dujiang	skill_skillexp_v	damo_dujiang	missle_speed_v	damo_dujiang	skill_attackradius	damo_dujiang	seriesdamage_p	damo_dujiang	ignoredefense_p	damo_dujiang	colddamage_v	damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		C«ng kÝch vËt lý 	
§¹t Ma §é Giang	C«ng kÝch ngo¹i c«ng  	318	202	1	\spr\Ui\skill\´ïÄ¦¶É½­.spr		\sound\skill\sound_k003.wav	0	0	0	0	0	1	90	5	1	5	1	12	317	-1	2	0	10	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-1	1	85	0	10		0					0	0	1	0	1	\script\skill\shaolin.lua	physicsenhance_p	damo_dujiang	skill_cost_v	damo_dujiang	deadlystrike_p	damo_dujiang	addskillexp1	damo_dujiang	skill_skillexp_v	damo_dujiang	missle_speed_v	damo_dujiang	skill_attackradius	damo_dujiang	seriesdamage_p	damo_dujiang	ignoredefense_p	damo_dujiang	colddamage_v	damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		damo_dujiang		"QuyÒn Ph¸p cao cÊp, s¸t th­¬ng cïng lóc nhiÒu ®èi thñ."	
Hoµnh T¶o Thiªn Qu©n		319	201	0	\spr\Ui\skill\ºáÉ¨Ç§¾ü.spr		\sound\skill\sound_k005.wav	0	0	0	0	0	0	75	0	0	0	1	7	135	-1	1	1	9	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	2	1	100	0	0		0					0	0	1	0	1	\script\skill\shaolin.lua	physicsenhance_p	hengsao_qianjun	skill_cost_v	hengsao_qianjun	deadlystrike_p	hengsao_qianjun	skill_attackradius	hengsao_qianjun	addskillexp1	hengsao_qianjun	skill_skillexp_v	hengsao_qianjun	seriesdamage_p	hengsao_qianjun	attackrating_p	hengsao_qianjun	colddamage_v	hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		hengsao_qianjun		"C«n ph¸p cao cÊp, s¸t th­¬ng cïng lóc nhiÒu ®èi thñ."	
Hoµnh T¶o Lôc Hîp 111	C«ng kÝch ngo¹i c«ng  	320		1	\spr\Ui\skill\ºáÉ¨Ç§¾ü.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	1	90	5	1	6	1	8	217	-1	3	0	10	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	100	0	32		0					0	0	0	0	1	\script\skill\shaolin.lua	skill_cost_v		physicsenhance_p		attackrating_p		skill_eventskilllevel		deadlystrike_p		seriesdamage_p																															"trung cÊp chiªu thøc, s¸t th­¬ng cïng lóc nhiÒu ®èi thñ."	
V« T­íng Tr¶m 	C«ng kÝch néi c«ng 	321	203	0	\spr\Ui\skill\ÎÞÏòÕ¶.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	2	9	1	1	136	-1	2	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	1	0	15	0	0		0					0	0	1	0	1	\script\skill\shaolin.lua	physicsenhance_p	wuxiang_zhan	skill_cost_v	wuxiang_zhan	addskillexp1	wuxiang_zhan	skill_skillexp_v	wuxiang_zhan	missle_speed_v	wuxiang_zhan	skill_attackradius	wuxiang_zhan		wuxiang_zhan	seriesdamage_p	wuxiang_zhan	colddamage_v	wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		"§ao ph¸p cao cÊp, s¸t th­¬ng ®ao cùc kú lîi h¹i."	
Ph¸ Thiªn Tr¶m 	C«ng kÝch ngo¹i c«ng  	322	102	1	\spr\Ui\skill\³ËÁú¾ö.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	90	5	1	5	1	12	326	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	1	0	40	0	0		0					0	0	1	0	1	\script\skill\tianwang.lua	physicsenhance_p	potian_zhan	seriesdamage_p	potian_zhan	deadlystrike_p	potian_zhan	missle_speed_v	potian_zhan	skill_attackradius	potian_zhan	skill_cost_v	potian_zhan	addskillexp1	potian_zhan	skill_skillexp_v	potian_zhan	missle_lifetime_v	potian_zhan	attackrating_p	potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		"§ao ph¸p tuyÖt ®Ønh, giÕt ®Þch trong nh¸y m¾t."	
Truy Tinh Trôc NguyÖt 	C«ng kÝch ngo¹i c«ng  	323	101	1	\spr\Ui\skill\×·ÐÇÖðÔÂ.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	90	5	1	3	1	12	327	-1	5	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	3	1	60	0	9		0					0	0	1	0	1	\script\skill\tianwang.lua	physicsenhance_p	zhuixing_zhuyue	attackrating_p	zhuixing_zhuyue	deadlystrike_p	zhuixing_zhuyue	missle_speed_v	zhuixing_zhuyue	skill_attackradius	zhuixing_zhuyue	skill_cost_v	zhuixing_zhuyue	missle_lifetime_v	zhuixing_zhuyue	seriesdamage_p	zhuixing_zhuyue	addskillexp1	zhuixing_zhuyue	skill_skillexp_v	zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		"Th­¬ng ph¸p tèi cao,1 lÇn xuÊt liªn tôc 5 chiªu  "	
Thõa Long QuyÕt 	C«ng kÝch néi c«ng 	324	103	1	\spr\Ui\skill\×··ç¾ö.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	72	5	1	5	1	12	407	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	4	1	60	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	chenglong_jue		chenglong_jue	deadlystrike_p	chenglong_jue	addskilldamage1	chenglong_jue	missle_speed_v	chenglong_jue	skill_attackradius	chenglong_jue	skill_cost_v	chenglong_jue	missle_lifetime_v	chenglong_jue	seriesdamage_p	chenglong_jue	ignoredefense_p	chenglong_jue	addskilldamage2	chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		"Chïy Ph¸p cao cÊp, khiÕn ®èi ph­¬ng kh«ng thÓ xoay së "	
Truy Phong QuyÕt 	C«ng kÝch néi c«ng 	325	103	1	\spr\Ui\skill\ÆÆÌìÕ¶.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	72	5	1	4	1	12	408	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	4	1	60	0	8		0					0	0	1	0	1	\script\skill\tianwang.lua	physicsenhance_p	zhuifeng_jue	skill_skillexp_v	zhuifeng_jue	deadlystrike_p	zhuifeng_jue	missle_speed_v	zhuifeng_jue	skill_attackradius	zhuifeng_jue	addskillexp1	zhuifeng_jue	skill_attackradius	zhuifeng_jue	skill_cost_v	zhuifeng_jue	missle_lifetime_v	zhuifeng_jue	seriesdamage_p	zhuifeng_jue	ignoredefense_p	zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		zhuifeng_jue		"Chïy Ph¸p tèi cao, giÕt ®Þch trong nh¸y m¾t."	
Ph¸ Thiªn Tr¶m 		326		0	\spr\Ui\skill\ÆÆÌìÕ¶.spr		0	0	0	0	0	0	0	75	0	5	0	0	0	138	-1	3	1	9	0	1	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	40	0	32		65537					0	0	0	0	0	\script\skill\tianwang.lua	physicsenhance_p	potian_zhan	seriesdamage_p	potian_zhan	deadlystrike_p	potian_zhan	missle_speed_v	potian_zhan	skill_attackradius	potian_zhan	skill_cost_v	potian_zhan	addskillexp1	potian_zhan	skill_skillexp_v	potian_zhan	missle_lifetime_v	potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		potian_zhan		C«ng kÝch vËt lý 	
Truy Tinh Trôc NguyÖt 		327		0	\spr\Ui\skill\×·ÐÇÖðÔÂ.spr		0	0	0	0	0	0	0	75	0	2	1	0	1	139	-1	1	1	9	0	1	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	60	0	30		0					0	0	0	0	0	\script\skill\tianwang.lua	physicsenhance_p	zhuixing_zhuyue	attackrating_p	zhuixing_zhuyue	deadlystrike_p	zhuixing_zhuyue	missle_speed_v	zhuixing_zhuyue	skill_attackradius	zhuixing_zhuyue	skill_cost_v	zhuixing_zhuyue	missle_lifetime_v	zhuixing_zhuyue	seriesdamage_p	zhuixing_zhuyue	addskillexp1	zhuixing_zhuyue	skill_skillexp_v	zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		zhuixing_zhuyue		C«ng kÝch vËt lý 	
Tam Nga TÒ TuyÕt 	C«ng kÝch ngo¹i c«ng  	328	501	0	\spr\Ui\skill\Èý¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	360	15	5	1	2	0	142	-1	3	1	10	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	329	0	0	0	0	0	0	0	80	20	0	1	15	0	22	0	65537	0				0	0	1	2	1	\script\skill\emei.lua	physicsenhance_p	sane_jixue	colddamage_v	sane_jixue	deadlystrike_p	sane_jixue	missle_speed_v	sane_jixue	skill_attackradius	sane_jixue	skill_cost_v	sane_jixue	skill_eventskilllevel	sane_jixue	skill_startevent	sane_jixue	skill_showevent	sane_jixue	addskillexp1	sane_jixue	skill_skillexp_v	sane_jixue	seriesdamage_p	sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		"KiÕm ph¸p cao cÊp, dïng kiÕm khÝ s¸t th­¬ng ®èi ph­¬ng."	
Ngäc TuyÒn TÈy TrÇn 	C«ng kÝch ngo¹i c«ng  	329		0	\spr\Ui\skill\Èý¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	2	7	143	-1	1	1	11	0	1	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0	0	0	0				0	0	0	2	1	\script\skill\emei.lua	physicsenhance_p	yuquan_xichen	deadlystrike_p	yuquan_xichen	seriesdamage_p	yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		"Nga Mi TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng "	
